page_title	selected	notes
Florencia_de_Mora_District	Ballarins_de_l'Elenco_de_Música_y_Danzas_Folklóricas_Musuk_Pacha_de_Florencia_de_Mora_al_Passacarrers_de_la_Feria_del_Divino_Niño_del_Milagro_de_Etén_de_2017.jpg	image was found in the same article for the following wikis: dewiki
Parade_Tour	Prince_Brussels_1986.jpg	image was found in the same article for the following wikis: frwiki
Grammy_Award_for_Best_Gospel_Song	Yolanda_Adams.jpg	image was found in the same article for the following wikis: ruwiki
Wolfgang_Hutter	Buchengasse_14.jpg	image was found in the Commons category linked in the Wikidata item
State_University_of_Gorontalo	Gedung_Rektorat_Universitas_Negeri_Gorontalo.jpg	image was found in the same article for the following wikis: gorwiki
Laudonovac	Serbia_Plandište.png	image was found in the same article for the following wikis: eowiki
Kiserian	Ngong_hill_(view_from_kiserian).jpg	image was found in the same article for the following wikis: plwiki
Shi_Jinmo	施今墨.jpg	image was found in the same article for the following wikis: zhwiki
Cenabum	Inscription Cenab Orléans.jpg	image was in the Wikidata item
Will_Truman	EricMcCormack.png	image was found in the same article for the following wikis: eswiki
Upper_Guinean_forests	Liberian_Forest_-_panoramio.jpg	image was found in the same article for the following wikis: itwiki
Karmacs	HUN_Karmacs_COA.jpg	image was found in the Commons category linked in the Wikidata item
Lassajavre_Hydroelectric_Power_Station	Lassajavrre_kraftverk.jpg	image was found in the same article for the following wikis: nowiki
Hyvinkään_Tahko	Topi_Koistinen.jpeg	image was found in the Commons category linked in the Wikidata item
Jardin_botanique_et_verger_de_La_Bussière	France Loiret La Bussiere Potager 04.jpg	image was in the Wikidata item
Cleistesiopsis_bifaria	Cleistesiopsis_bifaria_(17412425888)_(cropped).jpg	image was found in the Commons category linked in the Wikidata item
Taluba	Taluba.jpg	image was found in the same article for the following wikis: plwiki
Saint-Quentin-lès-Beaurepaire	Saint-Quentin - Eglise.jpg	image was in the Wikidata item
Independent_Spirit_Award_for_Best_International_Film	Wim_Wenders(cannesPhotocall)-.jpg	image was found in the same article for the following wikis: dewiki
DevOps	Coding_Shots_Annual_Plan_high_res-5.jpg	image was found in the same article for the following wikis: hewiki,ptwiki,ukwiki
Trachypedoula	PaphosDistrictTrachypedoula.png	image was found in the Commons category linked in the Wikidata item
Taji,_Iraq	US_Army_53033_TAJI,_Iraq_-_Students_of_the_Twin_Schools_wait_for_the_official_opening_of_the_schools_here,_Oct._12._The_Twin_Schools_will_provide_and_education_to_over_1200_children_in_a_small_village_north_of_Bagh.jpg	image was found in the Commons category linked in the Wikidata item
Vela,_Dolj	Dolj.png	image was found in the same article for the following wikis: vowiki
Crenadactylus_occidentalis	Picto_infobox_reptile.png	image was found in the same article for the following wikis: kowiki
2017_World_Baseball_Classic_–_Pool_C	Marlins_First_Pitch_at_Marlins_Park,_April_4,_2012_(cropped).jpg	image was found in the same article for the following wikis: zhwiki
Sparebank	HomeSavingsBankDetail.jpg	image was found in the same article for the following wikis: nowiki
Wach	Wach church.jpg	image was in the Wikidata item
Busan–Ulsan_Expressway_Co.,_Ltd.	Yangyang_ICJC_Ramp(Seoul-Yangyang_Expwy_Seoul_Dir,_Donghae_Expwy_Northward_Dir).jpg	image was found in the Commons category linked in the Wikidata item
Armand_Jean_de_Vignerot_du_Plessis	Chantilly (60), musée Condé, Antoine Coysevox, buste de Jean-Armand du Plessis, duc de Richelieu, marbre 1700, inv. OA 1801.jpg	image was in the Wikidata item
United_Nations_Security_Council_Resolution_335	LocationDividedGermany.png	image was found in the same article for the following wikis: nlwiki
Alonzo_(rapper)	Défaut-Chanteur(s).png	image was found in the same article for the following wikis: frwiki
Julianges	Église de Julianges.jpg	image was in the Wikidata item
Hideo_Hagiwara	Hideo Hagiwara Shinchosha 1962-6.jpg	image was in the Wikidata item
1950_European_Athletics_Championships_–_Men's_triple_jump	JubileeStadium1935.jpg	image was found in the same article for the following wikis: dewiki
Zadole_Park	Zadole amfiteatr w parku.jpg	image was in the Wikidata item
Aketi_Territory	Route Dulia Likati.jpg	image was in the Wikidata item
Milutovac	Milutovac.jpeg	image was in the Wikidata item
Short-furred_Atlantic_tree-rat	Picto_infobox_reptile.png	image was found in the same article for the following wikis: kowiki
Edgar_Buchwalder	Edgar Buchwalder, suisse champion du monde sur route amateurs, le 6 septembre 1936 (Berne).jpg	image was in the Wikidata item
Rachis_(genus)	Circinate_vernation_of_Dryopteris_dilatata._Perceton,_North_Ayrshire.jpg	image was found in the Commons category linked in the Wikidata item
Comox_language	Comox01.png	image was found in the same article for the following wikis: eowiki
Cavaellon	Melonade.JPG	image was found in the Commons category linked in the Wikidata item
Paratmeticus	Missing_Arachnida.png	image was found in the same article for the following wikis: itwiki
One_World_Film_Festival	Jeden_Svet_One_World_2011_PIN.jpg	image was found in the Commons category linked in the Wikidata item
Earl_of_York	Otto_IV_1836_crop.jpg	image was found in the same article for the following wikis: hewiki
Jorge_Domínguez_(politician)	Jorge Domínguez (cara).jpg	image was in the Wikidata item
Otto_Pöggeler	Grab_Otto_Pöggeler.jpg	image was found in the same article for the following wikis: dewiki,frwiki
GM_V_platform_(1987)	Allante.jpg	image was found in the same article for the following wikis: ltwiki
Çolakpehlivan,_Devrek	Zonguldak_location_Devrek.PNG	image was found in the same article for the following wikis: diqwiki
Petrus_de_Natalibus	Catalogus_Sanctorum_et_gestorum_eorum_(1598).jpg	image was found in the same article for the following wikis: ruwiki
Joris_Carolus	Gelderland1601-1603_Stenella_coeruleoalba.jpg	image was found in the Commons category linked in the Wikidata item
Marzəsə	Azerbaijan,_administrative_divisions.png	image was found in the same article for the following wikis: azwiki,kawiki
Solonian_Constitution	Solonian_Constitution_PT.gif	image was found in the Commons category linked in the Wikidata item
Jaime_Maussan	José Jaime Maussan .jpg	image was in the Wikidata item
List_of_railway_stations_in_the_Marche	Regione-Marche-Posizione.png	image was found in the same article for the following wikis: huwiki
Abdul_Karim_Khasawneh	Abdul_Karim_Khasawneh.png	image was found in the same article for the following wikis: arwiki
Horaiclavus_sysoevi	Nosnail.png	image was found in the same article for the following wikis: kawiki
Totalism	Music_lesson_Staatliche_Antikensammlungen_2421.jpg	image was found in the same article for the following wikis: itwiki
Çandarlı_Halil_Pasha_the_Younger	Çandarlı_Halil.jpg	image was found in the same article for the following wikis: frwiki,dewiki,trwiki
Canton_of_Coudekerque-Branche	Canton_Coudekerque-Branche.png	image was found in the same article for the following wikis: ruwiki
Břežany_(Rakovník_District)	Kostel sv. Markéty (Břežany).JPG	image was in the Wikidata item
Ballet_technique	Warm_up_-_Dancers.jpg	image was found in the same article for the following wikis: zh_yuewiki
Institute_of_Red_Professors	Основание РАНХиГС.jpg	image was in the Wikidata item
Baron_Maclay	Joseph_Paton_Maclay,_1st_Baron_Maclay.jpg	image was found in the same article for the following wikis: dewiki,ruwiki
Michałki,_Brodnica_County	Michalki church.jpg	image was in the Wikidata item
Voulon	Population_-_Municipality_code_86296.svg	image was found in the Commons category linked in the Wikidata item
1976–77_Serie_A	Nero_e_Bianco_(Strisce).png	image was found in the same article for the following wikis: ukwiki
Nagamese_Creole	Human_Language_Families_(wikicolors).png	image was found in the same article for the following wikis: lawiki
Fanling_Airstrip	Hkair.png	image was found in the same article for the following wikis: zhwiki
Craugastor_escoces	C-escoces-fondo-blanco.jpg	image was in the Wikidata item
Mendeleev_Tank	Mendeleev tank.jpg	image was in the Wikidata item
Mönchteich	Röbel Mönchteich.jpg	image was in the Wikidata item
Fermat's_factorization_method	Pierre_de_Fermat.png	image was found in the same article for the following wikis: ukwiki,ruwiki
Göyəmli	Azerbaijan,_administrative_divisions.png	image was found in the same article for the following wikis: kawiki,azwiki
Fencing_at_the_2016_Summer_Olympics_–_Men's_épée	Arenas_Cariocas_(2).jpg	image was found in the same article for the following wikis: plwiki
2011_in_Latvia	Latvijas_un_Zviedrijas_valdību_vadītāju_tikšanās_(5455320987).jpg	image was found in the Commons category linked in the Wikidata item
Alpine_skiing_at_the_1994_Winter_Olympics_–_Women's_super-G	Vladimir_Putin_2_January_2008-6.jpg	image was found in the same article for the following wikis: ruwiki
Association_of_Engineers_in_Israel	Beit Hamehandes 1.JPG	image was in the Wikidata item
Bezeréd	2017-08-11 (13) Fountain at György Street in Bezeréd, Hungary.jpg	image was in the Wikidata item
1969–70_La_Liga	Bianco_e_Rosso_a_strisce_con_Triangolo_Blu_e_Bianco_con_stelle_Bianche.png	image was found in the same article for the following wikis: ukwiki
Joseph_Smith–History	Salt_Lake_Temple_spires.jpg	image was found in the same article for the following wikis: ptwiki
Surf_silverside	Picto_infobox_reptile.png	image was found in the same article for the following wikis: kowiki
Classical_Japanese	Hirohito_in_dress_uniform.jpg	image was found in the same article for the following wikis: lawiki
Three_Minutes	Lostlogo.png	image was found in the same article for the following wikis: trwiki
Skrzypne	Skrzypne PG3 (3).jpg	image was in the Wikidata item
Hylarana_laterimaculata	Hylarana_tytleri_01.jpg	image was found in the same article for the following wikis: viwiki
949_Hel	949_Hel_orbit_on_01_Jan_2009.png	image was found in the same article for the following wikis: ukwiki,ruwiki,fiwiki,bewiki
Lubicz_Dolny	Lubicz.jpg	image was in the Wikidata item
1969_European_Athletics_Championships_–_Men's_high_jump	Karaiskakis_Stadium_Piraeus_Olympiacos-Arsenal_crop.jpg	image was found in the same article for the following wikis: dewiki
Quaid-e-Azam_Solar_Park	Kazi_at_the_100MW_Solar_Power_Plant_Bahawalpur.jpg	image was found in the Commons category linked in the Wikidata item
Gibraltar_Women's_Football_League	Victoria_Stadium.jpg	image was found in the same article for the following wikis: eswiki
Phlattothrata	Missing_Arachnida.png	image was found in the same article for the following wikis: itwiki
Petneháza	Petneháza_címere.jpeg	image was found in the Commons category linked in the Wikidata item
Águeda_e_Borralha	Capela_de_São_Sebastião_Águeda.JPG	image was found in the same article for the following wikis: ukwiki
Tiszakerecseny	Tiszakerecseny_rovastabla.png	image was found in the Commons category linked in the Wikidata item
Table_apple	Cortland apples.jpg	image was in the Wikidata item
Espejón	Ermitabrezales.JPG	image was in the Wikidata item
Leeward_Islands_(disambiguation)	Caribbean_-_Benedenwindse_eilanden.PNG	image was found in the same article for the following wikis: cawiki
Jisk'a_Pata	Cordillera_Real_o_Central_La_Paz_Bolivia_68.37682W_16.png	image was found in the same article for the following wikis: quwiki
Buca_Gölet	Buca Gölet, 2017-04-30.jpg	image was in the Wikidata item
2018_IFSC_Climbing_World_Cup	NONAKA_Miho_JPN_5588.jpg	image was found in the same article for the following wikis: cswiki
Sven_Låftman	Sven Låftman.png	image was in the Wikidata item
Sigvald	Olav_Tryggvasons_saga_-_Sigvalde_jarl_-_H._Egedius.jpg	image was found in the same article for the following wikis: nnwiki
List_of_number-one_digital_songs_of_2006_(U.S.)	DanielPowterJan09.jpg	image was found in the same article for the following wikis: ruwiki
Tényő	Tényő Hentes utca 2.JPG	image was in the Wikidata item
Moyoc	Peru_Topography.png	image was found in the same article for the following wikis: quwiki
Daniel_Hoan	Daniel Hoan (cropped).jpg	image was in the Wikidata item
Amatuni_Vartapetyan	Amatuni Vartapetyan NKVD.jpg	image was in the Wikidata item
Battle_of_Rostov_(1942)	Rostow_Juli_1942.jpg	image was found in the same article for the following wikis: frwiki
1959_Ballon_d'Or	Distefano_eg_1958.jpg	image was found in the same article for the following wikis: azwiki,dewiki
Atlixtac_(municipality)	Esperanto_Guerrero_010.png	image was found in the same article for the following wikis: eswiki,eowiki,euwiki,viwiki
Sodium_silicide	Sodium-hydride-3D-vdW.png	image was found in the same article for the following wikis: eowiki
Răciula	R20,_Moldova_-_panoramio_(16).jpg	image was found in the Commons category linked in the Wikidata item
Jin'an_District,_Lu'an	View near Maotanchang, Jin'an, Luan 2.jpg	image was in the Wikidata item
Komotini_Municipal_Stadium	Gate1-7&6.JPG	image was in the Wikidata item
Eastland_Company	Elbląg-_miedzioryt_z_XVIII_wieku.jpg	image was found in the same article for the following wikis: plwiki
Publius_Petronius_Turpilianus	Augustus_denarius_coin_star_crescent.jpg	image was found in the same article for the following wikis: itwiki,eswiki
Non_Style	NON_STYLE_2016.jpg	image was found in the same article for the following wikis: jawiki
1966_European_Athletics_Championships_–_Men's_pole_vault	Budapest_XIV.,_Népstadion._A_megnyitás_napján,_1953._augusztus_20-án._Fortepan_14145.jpg	image was found in the same article for the following wikis: dewiki
AD_19	Alfa_Romeo_179_F1_e_Brabham_Alfa_Romeo_BT45B_Museo_Storico_OCT_2015.jpg	image was found in the Commons category linked in the Wikidata item
Mordellistena_mullahyi	Mordellistena.larva.w.jpg	image was found in the same article for the following wikis: viwiki
Noma_Award_for_Publishing_in_Africa	Africa-locator.jpg	image was found in the same article for the following wikis: jawiki
Otwiernica	Bóbr_(rzeka).png	image was found in the same article for the following wikis: plwiki
